Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Time period range
90366,Life expectancy at birth,E92000001,England,E06000003,Redcar and Cleveland,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Third less deprived decile,2010 - 12,83.44,81.06,85.83,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000003,Redcar and Cleveland,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Second least deprived decile,2010 - 12,83.16,81.63,84.69,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000003,Redcar and Cleveland,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Least deprived decile,2010 - 12,85.02,83.61,86.44,,,,,,,Better,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000004,Stockton-on-Tees,Counties & UAs (from Apr 2023),Female,All ages,,,2010 - 12,82.12,81.64,82.6,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000004,Stockton-on-Tees,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Most deprived decile,2010 - 12,76.91,75.42,78.41,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000004,Stockton-on-Tees,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Second most deprived decile,2010 - 12,78.76,77.13,80.39,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000004,Stockton-on-Tees,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Third more deprived decile,2010 - 12,81.91,80.3,83.53,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000004,Stockton-on-Tees,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fourth more deprived decile,2010 - 12,79.34,77.98,80.7,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000004,Stockton-on-Tees,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fifth more deprived decile,2010 - 12,82.14,80.79,83.49,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000004,Stockton-on-Tees,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fifth less deprived decile,2010 - 12,83.36,81.87,84.84,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000004,Stockton-on-Tees,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fourth less deprived decile,2010 - 12,85.9,84.11,87.7,,,,,,,Better,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000004,Stockton-on-Tees,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Third less deprived decile,2010 - 12,84.32,83.12,85.52,,,,,,,Better,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000004,Stockton-on-Tees,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Second least deprived decile,2010 - 12,86.79,83.82,89.77,,,,,,,Better,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000004,Stockton-on-Tees,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Least deprived decile,2010 - 12,87.61,85.8,89.42,,,,,,,Better,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000005,Darlington,Counties & UAs (from Apr 2023),Female,All ages,,,2010 - 12,82.5,81.9,83.11,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000005,Darlington,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Most deprived decile,2010 - 12,80.41,77.74,83.08,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000005,Darlington,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Second most deprived decile,2010 - 12,79.01,77.06,80.96,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000005,Darlington,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Third more deprived decile,2010 - 12,81.78,79.7,83.86,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000005,Darlington,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fourth more deprived decile,2010 - 12,80.78,79.16,82.4,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000005,Darlington,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fifth more deprived decile,2010 - 12,82.2,80.67,83.73,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000005,Darlington,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fifth less deprived decile,2010 - 12,81.67,79.36,83.98,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000005,Darlington,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fourth less deprived decile,2010 - 12,82.6,80.53,84.66,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000005,Darlington,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Third less deprived decile,2010 - 12,84.67,83.02,86.32,,,,,,,Better,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000005,Darlington,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Second least deprived decile,2010 - 12,86.81,84.5,89.11,,,,,,,Better,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000005,Darlington,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Least deprived decile,2010 - 12,85.76,83.98,87.54,,,,,,,Better,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000006,Halton,Counties & UAs (from Apr 2023),Female,All ages,,,2010 - 12,80.45,79.87,81.03,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000006,Halton,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Most deprived decile,2010 - 12,79.17,77.15,81.19,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000006,Halton,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Second most deprived decile,2010 - 12,80.04,77.75,82.33,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000006,Halton,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Third more deprived decile,2010 - 12,76.19,74.48,77.9,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000006,Halton,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fourth more deprived decile,2010 - 12,79.21,77.53,80.89,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000006,Halton,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fifth more deprived decile,2010 - 12,80.23,78.57,81.89,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000006,Halton,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fifth less deprived decile,2010 - 12,79.4,77.7,81.1,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000006,Halton,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fourth less deprived decile,2010 - 12,82.13,80.05,84.2,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000006,Halton,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Third less deprived decile,2010 - 12,83.79,81.39,86.18,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000006,Halton,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Second least deprived decile,2010 - 12,84.44,82.19,86.69,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000006,Halton,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Least deprived decile,2010 - 12,83.32,81.41,85.23,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000007,Warrington,Counties & UAs (from Apr 2023),Female,All ages,,,2010 - 12,81.9,81.44,82.36,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000007,Warrington,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Most deprived decile,2010 - 12,77.94,76.39,79.49,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000007,Warrington,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Second most deprived decile,2010 - 12,78.77,77.07,80.48,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000007,Warrington,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Third more deprived decile,2010 - 12,80.9,79.32,82.49,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000007,Warrington,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fourth more deprived decile,2010 - 12,81.41,80.06,82.75,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000007,Warrington,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fifth more deprived decile,2010 - 12,82.22,81,83.45,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000007,Warrington,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fifth less deprived decile,2010 - 12,82.43,81.03,83.83,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000007,Warrington,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fourth less deprived decile,2010 - 12,84.96,83.55,86.36,,,,,,,Better,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000007,Warrington,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Third less deprived decile,2010 - 12,82.34,80.69,83.99,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000007,Warrington,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Second least deprived decile,2010 - 12,83.19,81.93,84.44,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000007,Warrington,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Least deprived decile,2010 - 12,84.48,83.18,85.77,,,,,,,Better,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000008,Blackburn with Darwen,Counties & UAs (from Apr 2023),Female,All ages,,,2010 - 12,80.83,80.27,81.38,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000008,Blackburn with Darwen,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Most deprived decile,2010 - 12,78.5,76.81,80.19,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000008,Blackburn with Darwen,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Second most deprived decile,2010 - 12,81.88,79.36,84.4,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000008,Blackburn with Darwen,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Third more deprived decile,2010 - 12,79.19,77.25,81.13,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000008,Blackburn with Darwen,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fourth more deprived decile,2010 - 12,78.82,76.78,80.87,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000008,Blackburn with Darwen,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fifth more deprived decile,2010 - 12,79.34,77.62,81.05,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000008,Blackburn with Darwen,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fifth less deprived decile,2010 - 12,81.35,79.74,82.95,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000008,Blackburn with Darwen,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fourth less deprived decile,2010 - 12,79.46,77.6,81.31,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000008,Blackburn with Darwen,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Third less deprived decile,2010 - 12,81.44,80.15,82.73,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000008,Blackburn with Darwen,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Second least deprived decile,2010 - 12,84.53,82.58,86.48,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000008,Blackburn with Darwen,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Least deprived decile,2010 - 12,86.64,84.57,88.71,,,,,,,Better,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000009,Blackpool,Counties & UAs (from Apr 2023),Female,All ages,,,2010 - 12,79.91,79.35,80.48,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000009,Blackpool,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Most deprived decile,2010 - 12,76.15,74.24,78.06,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000009,Blackpool,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Second most deprived decile,2010 - 12,75.7,73.42,77.98,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000009,Blackpool,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Third more deprived decile,2010 - 12,76.9,75.21,78.6,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000009,Blackpool,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fourth more deprived decile,2010 - 12,78.57,76.66,80.47,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000009,Blackpool,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fifth more deprived decile,2010 - 12,81.66,80.09,83.22,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000009,Blackpool,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fifth less deprived decile,2010 - 12,82.01,79.88,84.14,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000009,Blackpool,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fourth less deprived decile,2010 - 12,81.93,80.53,83.34,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000009,Blackpool,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Third less deprived decile,2010 - 12,81.08,79.45,82.72,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000009,Blackpool,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Second least deprived decile,2010 - 12,83.8,82.34,85.27,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000009,Blackpool,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Least deprived decile,2010 - 12,80.93,78.84,83.01,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000010,Kingston upon Hull,Counties & UAs (from Apr 2023),Female,All ages,,,2010 - 12,80.4,79.97,80.82,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000010,Kingston upon Hull,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Most deprived decile,2010 - 12,77.66,76.24,79.08,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000010,Kingston upon Hull,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Second most deprived decile,2010 - 12,76.48,75.29,77.66,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000010,Kingston upon Hull,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Third more deprived decile,2010 - 12,79.02,77.6,80.44,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000010,Kingston upon Hull,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fourth more deprived decile,2010 - 12,79.75,78.34,81.17,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000010,Kingston upon Hull,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fifth more deprived decile,2010 - 12,81.03,79.51,82.55,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000010,Kingston upon Hull,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fifth less deprived decile,2010 - 12,79.75,78.56,80.95,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000010,Kingston upon Hull,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fourth less deprived decile,2010 - 12,82.09,80.9,83.29,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000010,Kingston upon Hull,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Third less deprived decile,2010 - 12,83.16,81.55,84.77,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000010,Kingston upon Hull,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Second least deprived decile,2010 - 12,82.9,81.65,84.15,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000010,Kingston upon Hull,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Least deprived decile,2010 - 12,84.98,83.3,86.66,,,,,,,Better,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000011,East Riding of Yorkshire,Counties & UAs (from Apr 2023),Female,All ages,,,2010 - 12,82.87,82.53,83.21,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000011,East Riding of Yorkshire,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Most deprived decile,2010 - 12,78.39,77.22,79.56,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000011,East Riding of Yorkshire,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Second most deprived decile,2010 - 12,82.32,81.32,83.33,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000011,East Riding of Yorkshire,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Third more deprived decile,2010 - 12,83.79,82.55,85.03,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000011,East Riding of Yorkshire,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fourth more deprived decile,2010 - 12,83.17,82.11,84.22,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000011,East Riding of Yorkshire,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fifth more deprived decile,2010 - 12,82.42,81.15,83.69,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000011,East Riding of Yorkshire,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fifth less deprived decile,2010 - 12,82.36,81.24,83.48,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000011,East Riding of Yorkshire,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fourth less deprived decile,2010 - 12,82.36,81.47,83.26,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000011,East Riding of Yorkshire,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Third less deprived decile,2010 - 12,84.71,83.67,85.74,,,,,,,Better,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000011,East Riding of Yorkshire,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Second least deprived decile,2010 - 12,84.47,83.51,85.43,,,,,,,Better,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000011,East Riding of Yorkshire,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Least deprived decile,2010 - 12,84.82,83.91,85.73,,,,,,,Better,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000012,North East Lincolnshire,Counties & UAs (from Apr 2023),Female,All ages,,,2010 - 12,81.78,81.27,82.29,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000012,North East Lincolnshire,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Most deprived decile,2010 - 12,76.31,74.62,77.99,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000012,North East Lincolnshire,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Second most deprived decile,2010 - 12,79.08,77.19,80.97,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000012,North East Lincolnshire,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Third more deprived decile,2010 - 12,81.73,79.87,83.6,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000012,North East Lincolnshire,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fourth more deprived decile,2010 - 12,81.39,79.63,83.15,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000012,North East Lincolnshire,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fifth more deprived decile,2010 - 12,82.39,80.72,84.06,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000012,North East Lincolnshire,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fifth less deprived decile,2010 - 12,81.61,80.28,82.94,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000012,North East Lincolnshire,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fourth less deprived decile,2010 - 12,82.5,81.04,83.96,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000012,North East Lincolnshire,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Third less deprived decile,2010 - 12,81.75,79.97,83.52,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000012,North East Lincolnshire,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Second least deprived decile,2010 - 12,86.2,84.81,87.58,,,,,,,Better,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000012,North East Lincolnshire,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Least deprived decile,2010 - 12,83.68,82.18,85.19,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000013,North Lincolnshire,Counties & UAs (from Apr 2023),Female,All ages,,,2010 - 12,82.56,82.04,83.08,,,,,,,Similar,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000013,North Lincolnshire,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Most deprived decile,2010 - 12,78.32,76.54,80.1,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000013,North Lincolnshire,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Second most deprived decile,2010 - 12,79.8,78.27,81.33,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000013,North Lincolnshire,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Third more deprived decile,2010 - 12,79.35,77.63,81.07,,,,,,,Worse,Not compared,20100000,,,3y
90366,Life expectancy at birth,E92000001,England,E06000013,North Lincolnshire,Counties & UAs (from Apr 2023),Female,All ages,LSOA11 deprivation deciles within area (IMD  trend),Fourth more deprived decile,2010 - 12,81.74,80.13,83.36,,,,,,,Similar,Not compared,20100000,,,3y
